"Bolagsnamn";"Info";"Börsvärde";"Aktiekurs";"Kursutveck.";"Kursutveck.";"Kursutveck.";"Kurs / MA";"Kurs / MA"
"";"Lista";"Senaste";"Senaste";"Utveck.  3m";"Utveck.  6m";"Utveck.  1 år";"MA 50d";"MA 200d"
"Rizzo Group";"Small Cap";103,354202270508;0,0908000022172928;-0,217241344451904;-0,542569274902344;-0,844520568847656;-0,100241718292236;-0,461595726013184
"Vitrolife";"Large Cap";29938,08984375;275,799987792969;0,325961494445801;0,197048587799072;0,686850051879883;0,153723831176758;0,23526180267334
"Volvo B";"Large Cap";447412;220,399993896484;0,110887098312378;0,334544372558594;0,481182708740234;0,0536178350448608;0,241793270111084
"VNV Global";"Mid Cap";10610,330078125;108,599998474121;0,205327415466309;0,39588680267334;0,578488273620605;-0,0156802535057068;0,298359756469727
"Wallenstam";"Large Cap";38760;120;-0,0661478614807129;0,0480349349975586;0,0204081773757935;-0,0486609935760498;-0,00653612613677979
"Wihlborgs";"Large Cap";25854,69921875;168,199996948242;-0,0927723693847656;0,187853031158447;-0,0833787631988525;-0,0416828393936157;0,0193970203399658
"XANO Industri";"Mid Cap";4408,248046875;156;0,195402297973633;0,57575756072998;0,813953475952148;0,0644830465316772;0,336686477661133
"ÅF";"Large Cap";26582,890625;236,199996948242;-0,038273651599884;-0,0295809245109558;0,0914972400665283;-0,0105065703392029;0,0207940340042114
"Öresund";"Mid Cap";5845,89892578125;128,600006103516;0,0716667175292969;0,0337620949745178;-0,0168195486068726;0,0364949703216553;0,0731825828552246
"Karolinska Development";"Small Cap";280,673614501953;1,60000002384186;-0,301310024261475;-0,398496246337891;-0,549295768737793;-0,105795497894287;-0,356337547302246
"Boule Diagnostics";"Small Cap";1102,82897949219;56,7999992370605;0,115913505554199;-0,0794165563583374;-0,111111145019531;0,00392377376556396;-0,0213772058486938
"Dedicare";"Small Cap";479,144989013672;51;0,378378372192383;0,27819543838501;0,262376194000244;0,124066114425659;0,294662590026855
"Moberg Pharma";"Small Cap";115,286102294922;6,11499977111816;-0,257888355255127;-0,58030200958252;-0,572974853515625;-0,126989841461182;-0,474639434814453
"Concentric";"Mid Cap";7109,22021484375;188;0,133896236419678;0,103286428451538;0,374268989562988;0,0103833675384521;0,165168876647949
"Cavotec";"Mid Cap";1979,06103515625;21;0,0526315402984619;0,0144927167892456;0,0606061029434204;-0,0268767476081848;0,0657733678817749
"Nokia";"Large Cap";191737,5;34,189998626709;0,00117121815681458;-0,173755493164063;-0,0654640007019043;-0,0117040276527405;-0,0730323219299316
"Micro Systemation";"Small Cap";666;36;-0,0526315784454346;0,00278547257184982;0,481481513977051;-0,0136986374855042;0,0866119861602783
"Vitec Software";"Mid Cap";12938,7998046875;400;0,288244762420654;0,328903656005859;1,17391304016113;0,181090717315674;0,396596908569336
"Bulten";"Mid Cap";2306,13598632813;111;0,281755218505859;0,728972015380859;0,629955978393555;0,178018798828125;0,510101432800293
"Moment Group";"Small Cap";550,43359375;2,11999988555908;5,92810424804688;3,48202941894531;2,12223831176758;2,07692291259766;3,66600616455078
"ADDvise Group A";"First North";238,406005859375;2,46000003814697;0,464285774230957;0,397727317810059;1,27777770996094;0,194986934661865;0,380432586669922
"Africa Oil";"Mid Cap";3972,02587890625;8,42000007629395;0,137069520950317;0,181754398345947;-0,0192195641994476;0,0719014406204224;0,15698278427124
"Arctic Minerals";"First North";69,3477172851563;0,759999990463257;-0,157427959442139;-0,155555543899536;-0,191489372253418;-0,0774011611938477;-0,122320766448975
"Avensia";"First North";542,960571289063;14,8500003814697;-0,105421686172485;0,173913116455078;0,108209018707275;-0,132187900543213;0,0533596277236938
"Avtech";"First North";91,4975967407227;1,62000000476837;0,486238479614258;0,499999961853027;-0,256880760192871;0,461118087768555;0,479107627868652
"Bredband2";"First North";1516,41796875;2,08999991416931;0,105820064544678;0,286153793334961;0,516690788269043;-0,0180417895317078;0,17144250869751
"C-RAD";"Small Cap";2031,30004882813;61;0,584415588378906;0,63538875579834;0,568123321533203;0,187394142150879;0,55213321685791
"Catella B";"Mid Cap";2588,59594726563;29,2999992370605;0,0892193222045898;0,290748825073242;0,109848470687866;-0,0354862213134766;0,219321842193604
"Auriant Mining";"First North";465,618591308594;4,71999979019165;-0,186206951141357;-0,273846187591553;0,258666610717773;-0,0838509750366211;-0,150077934265137
"Confidence";"First North";32,7155494689941;2,10999989509583;0,149863681793213;-0,138775568008423;-0,383040962219238;-0,136519908905029;-0,0648718452453613
"Creades";"Mid Cap";10146,509765625;814;-0,109409189224243;0,1;0,76;-0,0763644599914551;0,0287617444992065
"DistIT";"First North";842,545227050781;68,5999984741211;0,633333282470703;0,786458206176758;0,965615921020508;0,209194068908691;0,583271751403809
"Diadrom";"First North";71,3636016845703;9,80000019073486;0,324324340820313;0,428571434020996;-0,109090890884399;0,0923845767974854;0,261180038452148
"Dignitana";"First North";443,880401611328;8,03999996185303;-0,0195121765136719;-0,0986547183990479;0,0806451511383057;-0,0236557722091675;0,0475296974182129
"Drillcon";"First North";382,667999267578;8,57999992370605;0,366241989135742;0,484429016113281;0,247092990875244;0,176244735717773;0,370541343688965
"Ellen";"First North";1802,94799804688;7,11999988555908;-0,0378378653526306;-0,508965530395508;-0,491428565979004;-0,117545070648193;-0,407892837524414
"Kakel Max";"First North";61,3675994873047;20,2000007629395;-0,158333301544189;-0,114035024642944;0,905660400390625;-0,0761913061141968;-0,0148743391036987
"Endomines";"Small Cap";298,059295654297;2,52999997138977;-0,297222213745117;-0,543321304321289;-0,59193546295166;-0,0734637355804443;-0,472295532226563
"Eolus Vind";"Mid Cap";4904,18798828125;196,899993896484;-0,0338567662239075;0,275259075164795;0,422687873840332;-0,124904451370239;0,173826446533203
"EOS Russia";"First North";532,471130371094;14,3500003814697;0,0436363935470581;-0,0888888645172119;-0,273417701721191;0,00992333889007568;-0,0340765118598938
"Episurf";"Small Cap";891,448425292969;3,98000001907349;0,753303985595703;1,6184211730957;1,88405792236328;0,353235244750977;0,881156311035156
"Firefly";"First North";366,061004638672;61;0,055363335609436;0,159695854187012;0,306209831237793;0,0397491455078125;0,144604921340942
"Arcane Crypto";"First North";182,544296264648;0,337999999523163;1,11250007629395;2,44897964477539;7,24390197753906;0,304717063903809;1,40407699584961
"Generic Sweden";"First North";516,263977050781;42;-0,0869565200805664;0,217391300201416;1,15384613037109;-0,0185081362724304;0,169737224578857
"Genovis";"First North";2728,48803710938;42;0,435897445678711;0,244444446563721;0,926605606079102;0,106719379425049;0,242962112426758
"Binero Group";"First North";116,549499511719;5,8600001335144;0,0103448176383972;-0,148255805969238;-0,614473686218262;-0,0378931760787964;-0,0151674151420593
"Götenehus Group";"First North";412,132293701172;4,44999980926514;0,0774817657470703;0,215846920013428;0,304985256195068;0,050916314125061;0,181672096252441
"Hansa Biopharma";"Mid Cap";6777,9990234375;163,699996948242;-0,336171951293945;-0,269848346710205;1,04497177124023;-0,165885391235352;-0,233330669403076
"Stendörren";"Mid Cap";4053,875;143,5;0,0286738348007202;0,216101703643799;0,025;-0,0204110145568848;0,0852508544921875
"Hifab";"First North";178,863693237305;2,94000005722046;0,013793089389801;0,38679256439209;0,300884990692139;0,00163531303405762;0,190596694946289
"Impact Coatings";"First North";1375,52905273438;26,5499992370605;0,0858895015716553;0,430495681762695;1,55288467407227;-0,0736541175842285;0,0765702724456787
"Invisio";"Mid Cap";9282,62890625;210,5;0,0620585441589355;0,372229537963867;0,719771194458008;-0,0276867151260376;0,187739009857178
"Northbaze";"First North";163,383102416992;1,66499996185303;1,45575225830078;2,36363632202148;2,93617004394531;0,433417091369629;1,49466232299805
"JLT Mobile";"First North";153,758605957031;5,32000017166138;0,136752214431763;0,0747475528717041;-0,0256410002708435;-0,00642460584640503;0,0495995283126831
"Kancera";"First North";8393,251953125;17,7000007629395;6,43697448730469;4,7748779296875;35,1224487304688;4,79283294677734;5,51667297363281
"Copperstone";"First North";487,158813476563;0,839999973773956;0,199999980926514;0,0994764041900635;1,09999992370605;0,140096073150635;0,12401270866394
"Kopy Goldfields";"First North";191,557098388672;1,84500002861023;-0,121428518295288;-0,214893569946289;1,17058822631836;-0,112340631484985;-0,103252353668213
"Lucara Diamond";"Mid Cap";2036,041015625;5,13000011444092;0,53134334564209;0,379032287597656;0,0448065710067749;0,118890285491943;0,310746669769287
"Mackmyra";"First North";145,791397094727;7,01999998092651;-0,00566571712493896;-0,0614973306655884;-0,038356192111969;-0,016531229019165;-0,0391985177993774
"MedCap";"Mid Cap";2870,19995117188;200;-0,101123600006104;-0,0338164258003235;0,175088157653809;-0,0528240203857422;0,0477018356323242
"Modern Ekonomi";"First North";59,0960006713867;4;-0,118942728042603;0,538461608886719;0,481481437683105;-0,0446164035797119;0,182749633789063
"Misen Energy";"First North";310,445495605469;2,14000010490417;0,698412780761719;1,65838516235352;1,25263168334961;0,51236759185791;0,896994934082031
"NetJobs";"First North";12,5279998779297;0,46399998664856;0,0357142233848572;0,348837127685547;0,657142791748047;0,0902768325805664;0,23021448135376
"New Nordic Healthbrands";"First North";349,398010253906;56,4000015258789;-0,0275861811637878;-0,0440677690505981;-0,121495265960693;-0,0254354476928711;-0,0383139252662659
"Online Brands Nordic";"First North";15,5689096450806;0,393999993801117;4,05128173828125;2,75238098144531;2,58181823730469;0,151743650436401;1,49568481445313
"Saxlund";"First North";160,136001586914;0,400000005960464;0,269841289520264;-0,0970654296875;-0,16839916229248;-0,106704177856445;-0,066892147064209
"Egetis Therapeutics";"Small Cap";463,650085449219;6,88000011444092;0,207017612457275;0,318007736206055;-0,441558418273926;-0,0468801879882813;0,154619102478027
"Precio Fishbone";"First North";570,684997558594;62,2000007629395;0,0196721434593201;0,244000015258789;0,443155517578125;0,0484088659286499;0,165984039306641
"Precomp Solutions";"First North";23,1716194152832;1,80999994277954;0,54700855255127;0,809999923706055;-0,121359224319458;0,28770637512207;0,513820877075195
"ENLABS";"First North";3422,51196289063;52,2999992370605;0,327411079406738;0,769881591796875;1,72395812988281;0,243195648193359;0,643029098510742
"ScandBook";"First North";115,844398498535;25,2000007629395;0,340425643920898;0,691275253295898;0,852941207885742;0,254730224609375;0,589855194091797
"ShaMaran";"First North";702,634399414063;0,325500011444092;0,302000045776367;0,572463798522949;-0,200245685577393;0,134264945983887;0,289660568237305
"SJR";"First North";285,690002441406;26,7000007629395;0,155844173431396;0,145922813415527;-0,0565370512008667;0,0935900211334229;0,214456195831299
"Skåne-möllan";"First North";555,5;505;0,0609243679046631;-0,0471698093414307;0,2625;0,0396509170532227;0,0648840665817261
"Allgon";"First North";736,508178710938;13,1000003814697;0,609336585998535;0,495433807373047;0,523255805969238;-0,0136284828186035;0,431271667480469
"Stille";"First North";516,596008300781;107;0,215909099578857;0,202247200012207;-0,130081300735474;0,149227733612061;0,15558874130249
"TagMaster";"First North";364,723205566406;0,995999991893768;0,406779632568359;0,391061401367188;0,0969163036346436;-0,00830399990081787;0,255317096710205
"Tethys Oil";"Mid Cap";2221,24194335938;64,8499984741211;0,463882598876953;0,373940620422363;0,0220645809173584;0,161187534332275;0,346767768859863
"Unlimited Travel Group";"First North";45,1080017089844;8,94999980926514;-0,0578947591781616;-0,0529100561141968;-0,365248260498047;-0,128699417114258;-0,0956855964660645
"Nordic Flanges";"First North";39,7907600402832;0,754999995231628;0,24793384552002;0,227642250061035;-0,170329704284668;0,0980220985412598;0,135457878112793
"WeSC";"First North";24,9614791870117;1,97000002861023;-0,00303639829158783;0,0051020359992981;-0,726388854980469;-0,00910419225692749;-0,203887577056885
"Westpay";"First North";80,6624984741211;2,39000010490417;0,171568698883057;0,231958789825439;-0,170138893127441;-0,0772200202941895;0,121118431091309
"Wise Group";"Small Cap";259,417114257813;35,0999984741211;0,349999923706055;0,438524551391602;0,210344772338867;0,0456386804580688;0,301639080047607
"ZetaDisplay";"Small Cap";446,368988037109;15,5;0,0264900398254395;-0,153005428314209;-0,162162170410156;0,00265216827392578;-0,0179151296615601
"ALM Equity";"First North";7043,52001953125;690;-0,0547945213317871;0,0298507452011108;0,971428604125977;"";0,114989280700684
"Mangold";"First North";840,880004882813;1840;0,277777786254883;0,572649574279785;0,803921585083008;0,102192401885986;0,338230476379395
"Platzer";"Large Cap";13048,8203125;108,800003051758;0,0563107109069824;0,382465133666992;0,0880000305175781;0,0416067838668823;0,201035499572754
"aXichem";"First North";555,991882324219;34,9000015258789;-0,286298561096191;-0,35845588684082;-0,403418769836426;-0,239054565429688;-0,339284133911133
"Nexam";"First North";1034,71105957031;13,6499996185303;0,676904067993164;1,27499992370605;1,29026840209961;0,199725742340088;0,67704833984375
"Xvivo Perfusion";"Mid Cap";8752,2119140625;324;-0,0121951222419739;0,611940307617188;1,17449661254883;0,0946685028076172;0,378394966125488
"Bufab";"Mid Cap";7730,31982421875;208;0,238095245361328;0,780821838378906;0,943925247192383;0,0429514646530151;0,467159996032715
"Bactiguard";"Mid Cap";5145,1591796875;154,5;0,0265780735015869;-0,106936416625977;0,755681838989258;0,0461809635162354;-0,0221518874168396
"Josemaria Resources";"Small Cap";1365,49694824219;5,05999994277954;-0,0155641877651215;0,124444427490234;0,0675105857849121;0,0308438539505005;0,0335706472396851
"Recipharm";"Mid Cap";23577,220703125;233,199996948242;0,361354293823242;0,560910339355469;0,770690994262695;0,0303812026977539;0,424043769836426
"Scandi Standard";"Mid Cap";3934,80688476563;60,0999984741211;-0,105654745101929;-0,184531879425049;-0,0460317707061768;-0,0968924140930176;-0,0851594161987305
"Arctic Paper";"Small Cap";1004,66101074219;14,5;0,342592582702637;0,542553253173828;0,306306266784668;-0,00888586044311523;0,326278228759766
"Besqab";"Mid Cap";2037,05505371094;132,5;0,06;0,188340816497803;0,0231660223007202;0,0119911432266235;0,127846717834473
"G5 Entertainment";"Mid Cap";4397,376953125;502,5;0,406774864196777;0,316823883056641;4,98214294433594;0,127672786712646;0,463828086853027
"Abliva";"Small Cap";180,25;0,721000015735626;-0,123936815261841;-0,258230438232422;-0,0756409692764282;-0,0445774793624878;-0,205680313110352
"Oscar Properties";"Small Cap";46,1073989868164;0,190999999642372;-0,204166641235352;-0,70884147644043;-0,819811325073242;-0,248504810333252;-0,616074638366699
"Starbreeze B";"Small Cap";1324,5849609375;1,82799994945526;0,786901245117188;0,66484504699707;0,0627906513214111;0,260550498962402;0,359226455688477
"Cell Impact";"First North";2254,56005859375;44,7999992370605;0,620253143310547;1,09345794677734;1,7317073059082;-0,0289368033409119;0,401184425354004
"BIMobject";"First North";1501,85900878906;10,7799997329712;-0,244039306640625;-0,344282264709473;0,149253692626953;-0,14790696144104;-0,226960296630859
"Immunicum";"Small Cap";1187,26293945313;7,14499998092651;-0,0357624650001526;-0,280100765228271;-0,106875;-0,0237870812416077;-0,20284725189209
"Polyplank";"First North";93,803596496582;0,277500003576279;-0,142194757461548;-0,297468357086182;0,927083435058594;-0,111260595321655;-0,251231422424316
"Fastator";"First North";1499,98303222656;20,7199993133545;-0,0133333659172058;-0,174502029418945;0,0156862592697144;-0,0297263264656067;-0,0250008702278137
"Ages Industri";"First North";340,20361328125;48,4000015258789;-0,0415841293334961;0,174757289886475;0,247422752380371;-0,0426079034805298;0,0918483734130859
"Brighter";"First North";294,340789794922;1,27199995517731;-0,587682342529297;-0,470000038146973;-0,681203002929688;-0,343964691162109;-0,589303855895996
"Clavister";"First North";300,153686523438;7,69999980926514;0,191950435638428;-0,32751091003418;-0,446043167114258;-0,0225945711135864;-0,251387825012207
"Cortus Energy";"First North";465,094085693359;0,372999995946884;0,0906432342529297;-0,240325870513916;-0,366723251342773;0,0109168291091919;-0,18378776550293
"Dome Energy";"First North";14,9096202850342;2,01999998092651;0,59055118560791;-0,210937480926514;-0,813824920654297;-0,0668883895874023;-0,111071949005127
"Doxa";"First North";120,184997558594;2,15000009536743;-0,0889829730987549;-0,018264821767807;-0,163424072265625;0,0115742683410645;-0,0217934846878052
"Hanza";"Small Cap";531,771423339844;15,6499996185303;0,0830449676513672;0,0756013345718384;-0,0339506864547729;0,0905922698974609;0,131597995758057
"Heliospectra";"First North";216,460006713867;3,42499995231628;0,261510143280029;-0,130710687637329;-0,298155765533447;0,302925338745117;-0,0166240930557251
"Hexatronic";"Mid Cap";3848,32104492188;102,599998474121;0,486956481933594;0,515509643554688;0,917756958007813;0,12170373916626;0,515520706176758
"Kallebäck Property";"First North";627,799987792969;172;-0,00289855062961578;-0,0444444465637207;-0,0337078642845154;0,0128967761993408;-0,0158775448799133
"Kambi";"First North";14599,2998046875;486,399993896484;0,409855041503906;1,118466796875;2,54260726928711;0,0906906127929688;0,617919578552246
"Kentima";"First North";95,0681228637695;3,25999999046326;0,582524299621582;1,58730163574219;1,60800003051758;0,296738262176514;0,889635925292969
"Mavshack";"First North";139,839904785156;0,24600000679493;1,06030151367188;0,838565063476563;0,696551818847656;0,369375;0,661988143920898
"Irisity";"First North";1364,35205078125;52,7999992370605;1,12048194885254;1,30567687988281;4,14619873046875;0,292154083251953;1,08351829528809
"myFC Holding";"First North";367,279205322266;2,38000011444092;0,293478298187256;0,293478298187256;0,458333435058594;0,075628399848938;0,23233377456665
"Nicoccino";"First North";49,4422492980957;3,25;0,0450161123275757;-0,205379009246826;-0,168797969818115;-0,0624278783798218;-0,0872324752807617
"Clemondo";"First North";379,40478515625;2,85999989509583;-0,0529801607131958;-0,122699413299561;2,24999984741211;-0,0561056137084961;-0,0968944454193115
"ScandiDos";"First North";191,950500488281;4,63000011444092;0,543333358764648;0,538206024169922;0,656529541015625;0,0152618885040283;0,421313629150391
"Scandinavian Enviro";"First North";1318,47302246094;2,26999998092651;-0,180505409240723;0,656934280395508;5,72592590332031;-0,0405747890472412;0,273340454101563
"Advenica";"First North";165,770004272461;5;0,377410430908203;0,207729511260986;0,602564163208008;0,0690157413482666;0,108119249343872
"Speqta";"First North";311,128204345703;4,71999979019165;0,0850574493408203;0,179999942779541;-0,284848499298096;0,067583441734314;0,0923902988433838
"LIDDS";"First North";370,847412109375;13,8000001907349;0;-0,0580204391479492;-0,148148174285889;-0,0293310880661011;-0,0410506725311279
"DDM Holding";"First North";385,10400390625;28,3999996185303;0,126984081268311;0,0142857003211975;-0,16470588684082;0,0345330238342285;0,0646272897720337
"Inwido";"Mid Cap";7721,205078125;133,199996948242;0,247190952301025;0,563380317687988;0,601924171447754;0,07966148853302;0,405470962524414
"Gränges";"Mid Cap";10288,2802734375;115,5;0,196891193389893;0,47040096282959;0,5;0,126785278320313;0,336059455871582
"Safeture";"First North";228,468002319336;9,47999954223633;-0,0424242496490479;0,0394736480712891;0,0417581462860107;0,00449264049530029;-0,0296629071235657
"Thule";"Large Cap";36952,80078125;356;0,24912281036377;0,303074607849121;0,708253402709961;0,106359720230103;0,282573223114014
"Sprint Bioscience";"First North";121,137199401855;7,21999979019165;-0,0997506999969482;0,074404764175415;-0,128019323348999;-0,0264293551445007;-0,055394229888916
"Nexstim";"First North";431,908294677734;0,90200001001358;0,539249114990234;2,68163269042969;3,57868041992188;-0,0214160084724426;0,793739776611328
"Bayn Group";"First North";2156,84106445313;22,9500007629395;1,57287002563477;1,48108123779297;13,8064526367188;0,325409889221191;1,47014572143555
"Papilly";"First North";16,7755603790283;0,0443999990820885;-0,0553191375732422;-0,0472103023529053;-0,316923065185547;-0,0380449295043945;-0,0735524272918701
"Arcoma";"First North";286,988800048828;22,3999996185303;0,18518518447876;0,119999980926514;0,258426990509033;-0,0419161319732666;0,10999608039856
"PowerCell";"First North";16233,740234375;311,600006103516;0,0879888725280762;0,376325149536133;0,583333358764648;-0,157400608062744;0,0684808492660522
"Christian Berner Tech";"Small Cap";600,288024902344;32;0,28;0,409691581726074;0,240310115814209;0,122098331451416;0,338184242248535
"Absolent";"First North";4471,794921875;395;0,0394736838340759;0,00765306115150452;-0,0481927728652954;-0,0194618105888367;0,0310488939285278
"Samhällsbyggnadsbolag B";"Large Cap";34505,69921875;27,3999996185303;-0,037245237827301;0,132231349945068;0,0148148012161255;-0,0127264857292175;0,0660192966461182
"Lifco";"Large Cap";74990,8984375;825,5;0,20335277557373;0,209523811340332;0,646061782836914;0,0275720357894897;0,196706295013428
"NP3";"Mid Cap";7455,31103515625;137,199996948242;0,236036014556885;0,353057136535645;0,229390678405762;0,112047672271729;0,280734786987305
"Gabather";"First North";89,8001022338867;6,69999980926514;0,171328678131104;-0,0668523740768433;0,45652172088623;0,101683731079102;0,0497453212738037
"Oboya Horticulture";"First North";46,5547485351563;1,35000002384186;0;0;-0,439834022521973;"";-0,0160349607467651
"Greater Than";"First North";1088,18200683594;101,5;0,458333358764648;-0,09375;-0,0688073396682739;0,222361335754395;0,0755081176757813
"Ecoclime";"First North";434,350494384766;14,1000003814697;0,22608699798584;0,305555572509766;1,47368438720703;0,0556262731552124;0,391218528747559
"Tourn";"First North";119,563201904297;14,3999996185303;0,515789451599121;0,578947334289551;0,107692279815674;0,323699722290039;0,463496437072754
"Storytel";"First North";13912,759765625;226,5;0,0248868775367737;-0,0811359024047852;0,710725173950195;-0,0767914056777954;-0,0165172815322876
"OptiFreeze";"First North";641,531982421875;55,4000015258789;0,378109474182129;0,985663146972656;1,18972343444824;-0,0548655414581299;0,488567123413086
"ProstaLund";"First North";172,839599609375;4,09999990463257;0,433566436767578;0,639999961853027;1,04999992370605;-0,0976318740844727;0,368582611083984
"Saniona";"Small Cap";609,472412109375;18,0200004577637;-0,226609401702881;-0,279199981689453;-0,180909061431885;-0,0940626239776611;-0,294695491790771
"Serstech";"First North";187,369094848633;2,63000011444092;0,470917282104492;0,100418405532837;0,321608085632324;0,0830444145202637;0,243272552490234
"RLS Global";"First North";400,302001953125;6;-0,07692307472229;-0,109792251586914;0,418439712524414;-0,0640209293365479;-0,0758994817733765
"Guard Therapeutics";"First North";222,555099487305;1,44400000572205;0,189456367492676;0,00979025065898895;0,375238151550293;0,010525107383728;0,0713834762573242
"Enzymatica";"First North";2142,34497070313;15;-0,257425765991211;-0,0196078550815582;1,5;-0,19089485168457;-0,140159721374512
"Sivers Semiconductors";"First North";4756,90576171875;30,7999992370605;0,175572452545166;0,136531324386597;2,84039855957031;-0,0553885698318481;0,264204387664795
"AQ Group";"Mid Cap";5049,14404296875;276;0,271889400482178;0,471215286254883;0,577142868041992;0,197500953674316;0,392697944641113
"AroCell";"First North";213,507797241211;2,8199999332428;0,0888031005859375;-0,225274772644043;1,16923080444336;0,0643919706344604;-0,0141584277153015
"Botnia Exploration";"First North";319,768188476563;11,8000001907349;0,129186639785767;0,388235321044922;1,73148147583008;-0,0707197761535645;0,308102493286133
"Signatur Fastigheter";"First North";284,702392578125;14,3999996185303;-0,0237288403511047;0,170731658935547;-0,0136986815929413;-0,0134959816932678;0,155596256256104
"Clinical Laserthermia";"First North";174,295501708984;4,32999992370605;-0,379656181335449;-0,471951217651367;-0,245644588470459;-0,167883758544922;-0,355141410827637
"Acroud";"First North";307,665008544922;2,70000004768372;-0,105960245132446;-0,131832752227783;-0,134615335464478;-0,0551511669158936;-0,132920083999634
"iZafe";"First North";73,8599014282227;2,29999995231628;-0,294478530883789;-0,432098808288574;0,0599077749252319;-0,163697242736816;-0,279629173278809
"NGS";"Small Cap";134,427795410156;14,8999996185303;-0,0033444944024086;0,10780668258667;-0,0165016508102417;-0,00930851697921753;0,0386170148849487
"Railcare";"Small Cap";600,687622070313;24,8999996185303;0;-0,0621468782424927;0,276923065185547;0,047142505645752;0,0461854934692383
"ArcAroma";"First North";330,105987548828;26,6000003814697;1,00754722595215;1,04615386962891;0,56470588684082;-0,0646646595001221;0,560827713012695
"QuiaPEG";"First North";61,5563697814941;1,49000000953674;-0,120943975448608;-0,322727279663086;-0,487972526550293;-0,0488349199295044;-0,276944694519043
"Senzime";"First North";1250,11901855469;23;0,00877196371555328;-0,00432902067899704;0,419753036499023;-0,0063936710357666;0,0512723922729492
"Guideline Geo";"First North";84,3386383056641;7,38000011444092;0,175159206390381;0,135384635925293;0,0109588932991028;-0,00944912433624268;0,172163486480713
"KebNi";"First North";83,7989273071289;1,32200002670288;0,322000045776367;-0,41244441986084;-0,586875;0,0609952211380005;-0,256773109436035
"Hedera";"First North";33,4281997680664;4,30000019073486;-0,0732757949829102;0,00467289239168167;-0,376811561584473;-0,0538636445999146;0,00920021533966064
"Zinzino";"First North";2489,11206054688;76,4000015258789;0,0977011966705322;1,06486488342285;1,38006240844727;-0,0201610922813416;0,541892547607422
"Lundin Gold";"Mid Cap";15106;66,4000015258789;-0,134289388656616;-0,107526884078979;-0,0752089309692383;-0,0439715385437012;-0,134419202804565
"Eltel";"Mid Cap";4187,97998046875;26,75;0,213151969909668;0,258823528289795;0,588479804992676;0,145610218048096;0,25282169342041
"Ahlstrom-Munksjö";"Large Cap";20789,76953125;180,600006103516;-0,0206073093414307;0,183486232757568;0,353823204040527;-0,000155031681060791;0,0935910987854004
"Byggmästare AJ Ahlström";"First North";1380,37902832031;197;0,246835441589355;0,459259262084961;0,349315071105957;0,112554311752319;0,301661720275879
"Newton Nordic";"First North";68,1883163452148;0,720000028610229;-0,010988951921463;-0,248434219360352;1,25000015258789;-0,197181167602539;0,115595932006836
"Freja eID";"First North";348,822998046875;71;0,0660660886764526;-0,1125;0,0349854469299316;0,223800296783447;0,0765895843505859
"Dustin Group";"Mid Cap";7614,77685546875;85,9000015258789;0,412828979492188;0,507017555236816;0,36565975189209;0,140618801116943;0,401808128356934
"Lexington";"First North";104,580001831055;17,5;0,296296291351318;0,75;0,346153831481934;0,0794473886489868;0,414227142333984
"OrganoClick";"First North";910,066589355469;9,88000011444092;0,324396781921387;0,506097602844238;1,04132225036621;0,0049433708190918;0,358570556640625
"Torslanda Property";"First North";1040,39196777344;14,6999998092651;0,0888888740539551;-0,0485436916351318;-0,192307739257813;0,0123966932296753;-0,00244301557540894
"Acrinova";"First North";510,325012207031;25;0,302083282470703;0,428571434020996;0,0964912605285645;0,240202312469482;0,336398124694824
"Corem Pref";"Mid Cap";317;317;0;-0,0335365843772888;-0,150134048461914;-0,00314468145370483;-0,0121378898620605
"Eniro pref B";"Small Cap";72,5;72,5;0,888020782470703;0,0984848499298096;0,421568641662598;0,657521591186523;0,485747108459473
"Fastpartner Pref";"Large Cap";117,5;117,5;0,0129310345649719;-0,0126050424575806;-0,0126050424575806;0,00324451923370361;0,00343728065490723
"Klövern Pref";"Large Cap";317,5;317,5;-0,0124416792392731;-0,0305343508720398;-0,0702781867980957;-0,00644636154174805;-0,0105335712432861
"Amasten Pref";"First North";348;348;0,00869565188884735;0,00869565188884735;0,0265486717224121;0,000805258750915527;0,00548970699310303
"Sagax Pref";"Large Cap";35,2999992370605;35,2999992370605;-0,019444465637207;-0,0248619198799133;-0,00282492339611053;-0,0113707184791565;-0,0253869295120239
"ALM Equity Pref";"First North";117;117;0,0263157892227173;0,044642858505249;0,0833333301544189;0,021388053894043;0,0408790111541748
"Oscar P. Pref";"Small Cap";91,0999984741211;91,0999984741211;2,03666656494141;3,23720916748047;1,4958903503418;0,499070281982422;1,76065200805664
"Sdiptech Pref";"First North";117,5;117,5;0,0173160171508789;-0,0289256191253662;0,0681818199157715;0,00221765041351318;-0,000489175319671631
"K2A Pref";"Mid Cap";330;330;-0,00602409660816193;-0,00900900900363922;-0,0119760477542877;0,00163912773132324;0,0162287950515747
"Volati Pref";"Mid Cap";640;640;-0,0184049081802368;0,0158730161190033;-0,0153846156597137;-0,0338164567947388;0,0107870101928711
"Pandox";"Large Cap";28489;155;0,0487144565582275;0,586489295959473;-0,127252283096313;0,133803482055664;0,306726684570313
"Alimak";"Mid Cap";7376,31982421875;136,199996948242;0,0913461017608643;0,144537792205811;0,220430088043213;0,00279772281646729;0,133757591247559
"Collector";"Mid Cap";5196,13916015625;25,2999992370605;0,234146308898926;0,796874923706055;-0,0559701490402222;0,0915523719787598;0,450347061157227
